,Unnamed: 0,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
368,368,701971.7015972222,32.629,129.69,15.0,6.6,mw,,,,,iscgem,iscgem912099,735731.7865856482,"Kyushu, Japan",earthquake
369,369,701951.4603356482,-30.333,-72.489,15.0,6.7,mw,,,,,iscgem,iscgem912083,735731.7865856482,"offshore Coquimbo, Chile",earthquake
370,370,701945.7566087963,-28.389,-70.58,35.0,6.6,mw,,,,,iscgem,iscgem912063,735731.7865856482,"Atacama, Chile",earthquake
371,371,701945.1894791666,-28.293,-69.852,70.0,8.3,mw,,,,,iscgem,iscgem912062,735731.7865856482,"Atacama, Chile",earthquake
372,372,701941.9585300926,-28.365,-71.96,25.0,7.0,mw,,,,,iscgem,iscgem912057,735731.7865856482,"offshore Atacama, Chile",earthquake
373,373,701930.5991782408,23.966,121.529,15.0,6.4,mw,,,,,iscgem,iscgem912049,735731.7865856482,Taiwan,earthquake
374,374,701920.276400463,12.23,95.613,20.0,6.5,mw,,,,,iscgem,iscgem912043,735731.7865856482,"Andaman Islands, India region",earthquake
375,375,701919.6677893519,39.136,89.751,10.0,6.3,mw,,,,,iscgemsup,iscgemsup912042,735792.7099768518,"southern Xinjiang, China",earthquake
376,376,701917.9908796296,24.613,121.325,15.0,7.0,mw,,,,,iscgem,iscgem912041,735731.7865856482,Taiwan,earthquake
377,377,701887.8136805556,24.337,122.547,25.0,6.9,mw,,,,,iscgem,iscgem912011,735731.7865856482,Taiwan region,earthquake
378,378,701874.8028587963,24.33,121.842,20.0,7.1,mw,,,,,iscgem,iscgem911999,735731.7865856482,Taiwan,earthquake
379,379,701871.7091435185,12.272,121.746,15.0,6.5,mw,,,,,iscgem,iscgem911996,735731.7865856482,"Mindoro, Philippines",earthquake
380,380,701867.8123263889,50.039,90.847,10.0,6.6,mw,,,,,iscgem,iscgem911992,735731.7865856482,Russia-Mongolia border region,earthquake
381,381,701858.6642708334,52.971,159.723,45.0,6.6,mw,,,,,iscgem,iscgem911980,735731.7865856482,"off the east coast of the Kamchatka Peninsula, Russia",earthquake
382,382,701855.0068865741,35.324,27.547,15.0,6.7,mw,,,,,iscgem,iscgem911975,735731.7865856482,"Dodecanese Islands, Greece",earthquake
383,383,701853.3470023149,34.989,27.176,20.0,6.3,mw,,,,,iscgem,iscgem911973,735731.7865856482,eastern Mediterranean Sea,earthquake
384,384,701813.566724537,54.808,-161.21,35.0,6.6,mw,,,,,iscgem,iscgem911944,735731.7865856482,Alaska Peninsula,earthquake
385,385,701793.1998148148,23.79,-108.438,10.0,6.9,mw,,,,,iscgem,iscgem911923,735731.7865856482,Gulf of California,earthquake
386,386,701783.8415277777,7.268,127.294,15.0,6.6,mw,,,,,iscgem,iscgem911911,735731.7865856482,Philippine Islands region,earthquake
387,387,701765.848275463,41.172,143.054,30.0,6.5,mw,,,,,iscgem,iscgem911900,735731.7865856482,"Hokkaido, Japan region",earthquake
388,388,701762.7774537037,-21.733,170.104,25.0,6.6,mw,,,,,iscgem,iscgem911899,735731.7865856482,southeast of the Loyalty Islands,earthquake
389,389,701759.5767361111,-9.272,118.683,35.0,7.0,mw,,,,,iscgem,iscgem911893,735731.7865856482,"Sumbawa region, Indonesia",earthquake
390,390,701754.3839699074,46.619,153.156,15.0,6.6,mw,,,,,iscgem,iscgem911887,735731.7865856482,Kuril Islands,earthquake
391,391,701752.4658912037,20.049,98.253,35.0,6.7,mw,,,,,iscgem,iscgem911885,735731.7865856482,Myanmar,earthquake
392,392,701746.1660763889,46.022,154.082,15.0,6.5,mw,,,,,iscgem,iscgem911880,735731.7865856482,east of the Kuril Islands,earthquake
393,393,701745.888275463,-12.049,166.151,35.0,6.4,mw,,,,,iscgem,iscgem911876,735731.7865856482,Santa Cruz Islands,earthquake
394,394,701728.8629050925,70.913,-9.575,15.0,6.5,mw,,,,,iscgem,iscgem911861,735731.7865856482,Jan Mayen Island region,earthquake
395,395,701725.4163541667,-1.388,137.403,25.0,6.8,mw,,,,,iscgem,iscgem911855,735731.7865856482,"near the north coast of Papua, Indonesia",earthquake
396,396,701722.8040972222,53.889,-164.989,35.0,6.4,mw,,,,,iscgem,iscgem911853,735731.7865856482,"Unimak Island region, Alaska",earthquake
397,397,701699.4729629629,34.243,-119.097,10.0,6.5,mw,,,,,iscgem,iscgem911838,735731.7865856482,"Greater Los Angeles area, California",earthquake
398,398,701677.1352546297,11.255,-86.408,25.0,6.4,mw,,,,,iscgemsup,iscgemsup911826,735792.7099768518,near the coast of Nicaragua,earthquake
399,399,701661.5538310185,41.115,-125.54,15.0,7.3,mw,,,,,iscgem,iscgem911811,735731.7865856482,off the coast of Northern California,earthquake
400,400,701652.1415393519,-19.07,-175.144,15.0,6.4,mw,,,,,iscgem,iscgem911804,735731.7865856482,Tonga,earthquake
401,401,701649.9160185185,-7.629,141.173,15.0,6.9,mw,,,,,iscgem,iscgem911802,735731.7865856482,"New Guinea, Papua New Guinea",earthquake
402,402,701647.1600462963,-3.025,-71.398,475.0,7.9,mw,,,,,iscgem,iscgem911801,735731.7865856482,northern Peru,earthquake
403,403,701639.2150347222,23.802,-45.802,10.0,6.9,mw,,,,,iscgem,iscgem911798,735731.7865856482,northern Mid-Atlantic Ridge,earthquake
404,404,701636.5910300926,-17.734,-72.743,15.0,6.8,mw,,,,,iscgem,iscgem911793,735731.7865856482,near the coast of southern Peru,earthquake
405,405,701631.8240277778,-15.873,-177.956,15.0,6.6,mw,,,,,iscgem,iscgem911791,735731.7865856482,Fiji region,earthquake
406,406,701617.6454629629,-3.827,-71.322,540.0,7.3,mw,,,,,iscgem,iscgem912389,735731.7865856482,northern Peru,earthquake
407,407,701584.8588310186,36.202,70.711,240.0,7.8,mw,,,,,iscgem,iscgem912367,735731.7865856482,"Hindu Kush region, Afghanistan",earthquake
408,408,701582.3617708334,11.829,-71.461,15.0,6.3,mw,,,,,iscgem,iscgem912363,735731.7865856482,near the coast of Venezuela,earthquake
409,409,701580.7752314815,7.563,127.339,15.0,7.4,mw,,,,,iscgem,iscgem912362,735731.7865856482,Philippine Islands region,earthquake
410,410,701576.6665856482,7.145,126.849,35.0,6.6,mw,,,,,iscgem,iscgem912359,735731.7865856482,"Mindanao, Philippines",earthquake
411,411,701553.2071643518,-12.745,166.868,35.0,7.1,mw,,,,,iscgem,iscgem912341,735731.7865856482,Santa Cruz Islands,earthquake
412,412,701548.0875925926,-3.066,138.69,35.0,6.6,mw,,,,,iscgem,iscgem912337,735731.7865856482,"Papua, Indonesia",earthquake
413,413,701521.1090162037,-55.69,-28.73,35.0,6.9,mw,,,,,iscgem,iscgem912313,735731.7865856482,South Sandwich Islands region,earthquake
414,414,701519.1678703703,-10.08,110.623,15.0,7.6,mw,,,,,iscgem,iscgem912309,735731.7865856482,"south of Java, Indonesia",earthquake
415,415,701444.5824421296,-39.682,176.888,25.0,6.7,mw,,,,,iscgem,iscgem912264,735731.7865856482,North Island of New Zealand,earthquake
416,416,701406.9347453704,48.936,155.457,35.0,6.3,mw,,,,,iscgem,iscgem912238,735731.7865856482,Kuril Islands,earthquake
417,417,701406.3626388889,12.669,125.524,35.0,6.4,mw,,,,,iscgem,iscgem912236,735731.7865856482,"Samar, Philippines",earthquake
418,418,701399.8459606481,-29.836,-175.907,15.0,6.2,mw,,,,,iscgem,iscgem912228,735731.7865856482,Kermadec Islands region,earthquake
419,419,701397.1530439815,-5.791,154.11,35.0,6.4,mw,,,,,iscgem,iscgem912221,735731.7865856482,"Bougainville region, Papua New Guinea",earthquake
420,420,701386.2355208333,18.594,-104.277,15.0,6.4,mw,,,,,iscgem,iscgem912214,735731.7865856482,"offshore Colima, Mexico",earthquake
421,421,701357.4006134259,23.801,124.829,15.0,7.0,mw,,,,,iscgem,iscgem912199,735731.7865856482,"southwestern Ryukyu Islands, Japan",earthquake
422,422,701356.5004976852,-11.622,164.785,35.0,6.5,mw,,,,,iscgem,iscgem912198,735731.7865856482,Santa Cruz Islands region,earthquake
423,423,701356.1713541667,1.77,98.148,35.0,6.8,mw,,,,,iscgem,iscgem912197,735731.7865856482,"northern Sumatra, Indonesia",earthquake
424,424,701352.3260416667,13.635,-87.09,15.0,7.3,mw,,,,,iscgem,iscgem912192,735731.7865856482,Honduras,earthquake
425,425,701348.6124305555,51.415,158.343,25.0,6.6,mw,,,,,iscgemsup,iscgemsup912190,735792.7099768518,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
426,426,701329.266875,7.401,93.638,20.0,6.6,mw,,,,,iscgem,iscgem912177,735731.7865856482,"Nicobar Islands, India region",earthquake
427,427,701323.766400463,-18.887,-173.042,15.0,7.4,mw,,,,,iscgem,iscgem912172,735731.7865856482,Tonga,earthquake
428,428,701315.7602199074,-2.004,139.085,25.0,6.9,mw,,,,,iscgem,iscgem912167,735731.7865856482,"near the north coast of Papua, Indonesia",earthquake
429,429,701315.6068055555,-0.856,133.853,15.0,6.3,mw,,,,,iscgem,iscgem912166,735731.7865856482,"near the north coast of Papua, Indonesia",earthquake
430,430,701310.0422569445,5.146,128.892,15.0,6.3,mw,,,,,iscgem,iscgem912164,735731.7865856482,east of the Philippine Islands,earthquake
431,431,701300.3490856482,15.681,-90.805,15.0,7.0,mw,,,,,iscgem,iscgem912158,735731.7865856482,Guatemala,earthquake
432,432,701267.2962384259,43.942,150.501,35.0,6.3,mw,,,,,iscgem,iscgem912136,735731.7865856482,east of the Kuril Islands,earthquake
433,433,701259.4814814815,37.241,105.484,15.0,6.8,mw,,,,,iscgem,iscgem912694,735731.7865856482,"Nei Mongol-Ningxia border region, China",earthquake
434,434,701250.5041087962,36.888,105.606,15.0,8.3,mw,,,,,iscgem,iscgem912687,735731.7865856482,"Gansu-Ningxia border region, China",earthquake
435,435,701244.1848032407,-37.723,-70.256,15.0,7.3,mw,,,,,iscgem,iscgem912683,735731.7865856482,"Neuquen, Argentina",earthquake
436,436,701239.4174652778,0.094,-19.726,10.0,6.4,mw,,,,,iscgem,iscgem912678,735731.7865856482,central Mid-Atlantic Ridge,earthquake
437,437,701220.3548611111,72.736,-131.308,15.0,6.4,mw,,,,,iscgem,iscgem912664,735731.7865856482,Beaufort Sea,earthquake
438,438,701193.4183101852,24.51,122.003,15.0,6.4,mw,,,,,iscgemsup,iscgemsup912642,735792.7099768518,Taiwan region,earthquake
439,439,701185.2880902778,35.426,80.532,20.0,6.7,mw,,,,,iscgem,iscgem912635,735731.7865856482,Xinjiang-Xizang border region,earthquake
440,440,701163.6104513889,-20.088,168.523,25.0,8.1,mw,,,,,iscgem,iscgem912618,735731.7865856482,"Loyalty Islands, New Caledonia",earthquake
441,441,701152.788912037,-14.92,173.111,15.0,6.5,mw,,,,,iscgem,iscgem912607,735731.7865856482,Fiji region,earthquake
442,442,701132.6775578704,-38.063,-73.017,15.0,6.9,mw,,,,,iscgem,iscgem16958437,735731.7865856482,"Araucania, Chile",earthquake
443,443,701127.3447685185,-12.119,166.428,35.0,6.7,mw,,,,,iscgem,iscgem912580,735731.7865856482,Santa Cruz Islands,earthquake
444,444,701115.8314930556,-27.398,-67.848,15.0,6.9,mw,,,,,iscgem,iscgem912573,735731.7865856482,"Catamarca, Argentina",earthquake
445,445,701115.1263773148,5.841,127.902,15.0,6.3,mw,,,,,iscgem,iscgem912572,735731.7865856482,Philippine Islands region,earthquake
446,446,701085.0082175926,-0.916,-15.285,10.0,6.4,mw,,,,,iscgem,iscgem912552,735731.7865856482,north of Ascension Island,earthquake
447,447,701060.4796180555,-4.881,129.583,15.0,6.8,mw,,,,,iscgem,iscgem912525,735731.7865856482,Banda Sea,earthquake
448,448,701056.1816550926,23.684,121.986,20.0,8.2,mw,,,,,iscgem,iscgem912519,735731.7865856482,Taiwan,earthquake
449,449,701040.3097916667,-12.327,166.676,80.0,6.8,mw,,,,,iscgem,iscgem912500,735731.7865856482,Santa Cruz Islands,earthquake
450,450,701033.0755092592,-3.65,144.0,25.0,7.0,mw,,,,,iscgem,iscgem912492,735731.7865856482,"near the north coast of New Guinea, Papua New Guinea",earthquake
451,451,701027.896724537,-9.366,156.26,15.0,6.8,mw,,,,,iscgem,iscgem912486,735731.7865856482,Solomon Islands,earthquake
452,452,701027.236712963,6.831,126.808,35.0,6.8,mw,,,,,iscgem,iscgem912485,735731.7865856482,"Mindanao, Philippines",earthquake
453,453,701001.9609375,48.881,151.124,15.0,6.3,mw,,,,,iscgem,iscgem912474,735731.7865856482,Kuril Islands,earthquake
454,454,700992.0451273149,-8.075,148.027,15.0,6.3,mw,,,,,iscgemsup,iscgemsup912467,735792.7099768518,"eastern New Guinea region, Papua New Guinea",earthquake
455,455,700988.213888889,50.957,-127.233,15.0,6.4,mw,,,,,iscgem,iscgem912464,735731.7865856482,"Vancouver Island, Canada region",earthquake
456,456,700979.7718171297,-35.848,-110.726,10.0,7.0,mw,,,,,iscgem,iscgem912460,735731.7865856482,southern East Pacific Rise,earthquake
457,457,700976.7757407407,1.575,95.555,15.0,6.3,mw,,,,,iscgem,iscgem912458,735731.7865856482,off the west coast of northern Sumatra,earthquake
458,458,700940.9217361112,18.619,-67.339,15.0,6.4,mw,,,,,iscgem,iscgem912429,735731.7865856482,Puerto Rico region,earthquake
459,459,700938.225324074,-35.809,109.537,15.0,6.4,mw,,,,,iscgemsup,iscgemsup912424,735792.7099768518,southwest of Australia,earthquake
460,460,700932.4738888888,-4.967,152.017,35.0,7.8,mw,,,,,iscgem,iscgem912419,735731.7865856482,"New Britain region, Papua New Guinea",earthquake
461,461,700888.8594212963,22.514,121.787,20.0,6.9,mw,,,,,iscgem,iscgem913021,735731.7865856482,Taiwan region,earthquake
462,462,700856.913125,39.498,26.53,10.0,6.5,mw,,,,,iscgem,iscgem913005,735731.7865856482,near the coast of western Turkey,earthquake
463,463,700819.9086921297,-4.179,101.752,25.0,6.5,mw,,,,,iscgem,iscgem912979,735731.7865856482,"southern Sumatra, Indonesia",earthquake
464,464,700803.8192476851,6.85,124.098,35.0,6.6,mw,,,,,iscgem,iscgem912961,735731.7865856482,"Mindanao, Philippines",earthquake
465,465,700778.8003819444,-62.887,-116.661,10.0,6.3,mw,,,,,iscgemsup,iscgemsup912915,735792.7099768518,southern Pacific Ocean,earthquake
466,466,700777.7226273149,-15.368,167.194,35.0,6.8,mw,,,,,iscgem,iscgem912912,735731.7865856482,Vanuatu,earthquake
467,467,700775.2389236111,-3.019,127.383,15.0,6.9,mw,,,,,iscgem,iscgem912906,735731.7865856482,"Seram, Indonesia",earthquake
468,468,700739.0857986112,39.071,75.441,20.0,6.5,mw,,,,,iscgem,iscgem912862,735731.7865856482,"southern Xinjiang, China",earthquake
469,469,700723.8793287037,-8.174,31.566,15.0,7.2,mw,,,,,iscgem,iscgem912837,735731.7865856482,"Lake Tanganyika region, Tanzania-Zambia",earthquake
470,470,700715.3100694445,5.589,36.724,15.0,6.5,mw,,,,,iscgemsup,iscgemsup912825,735792.7099768518,Ethiopia,earthquake
471,471,700714.9682060186,12.33,-88.291,20.0,6.6,mw,,,,,iscgem,iscgem912823,735731.7865856482,offshore El Salvador,earthquake
472,472,700677.2575,29.884,71.363,35.0,6.5,mw,,,,,iscgem,iscgem912797,735731.7865856482,Pakistan,earthquake
473,473,700661.2179861111,-5.669,153.594,35.0,6.4,mw,,,,,iscgem,iscgem912784,735731.7865856482,"New Ireland region, Papua New Guinea",earthquake
474,474,700660.8203009259,-4.852,153.714,35.0,7.8,mw,,,,,iscgem,iscgem912783,735731.7865856482,"New Ireland region, Papua New Guinea",earthquake
475,475,700657.0361458333,40.783,145.403,15.0,7.2,mw,,,,,iscgemsup,iscgemsup912777,735792.7099768518,"off the east coast of Honshu, Japan",earthquake
476,476,700656.0885532408,-17.307,-173.647,25.0,6.4,mw,,,,,iscgem,iscgem912776,735731.7865856482,Tonga,earthquake
477,477,700655.2122569444,-11.421,33.116,15.0,6.7,mw,,,,,iscgemsup,iscgemsup912775,735792.7099768518,Zambia,earthquake
478,478,700654.3036689815,-18.352,-172.515,25.0,8.1,mw,,,,,iscgem,iscgem912773,735731.7865856482,Tonga region,earthquake
479,479,700651.0152777778,12.353,120.41,15.0,6.6,mw,,,,,iscgem,iscgem912770,735731.7865856482,"Mindoro, Philippines",earthquake
480,480,700645.4765277777,8.917,-40.491,10.0,6.6,mw,,,,,iscgem,iscgem912766,735731.7865856482,central Mid-Atlantic Ridge,earthquake
481,481,700641.8702430555,14.229,-91.715,35.0,6.8,mw,,,,,iscgem,iscgem912762,735731.7865856482,Guatemala,earthquake
482,482,700641.4737152777,-30.418,-178.11,35.0,7.2,mw,,,,,iscgem,iscgem912761,735731.7865856482,"Kermadec Islands, New Zealand",earthquake
483,483,700626.0242939815,-5.496,104.487,20.0,6.4,mw,,,,,iscgem,iscgem912756,735731.7865856482,"southern Sumatra, Indonesia",earthquake
484,484,700602.1367824074,-41.421,-74.368,15.0,6.8,mw,,,,,iscgem,iscgem912740,735731.7865856482,"offshore Los Lagos, Chile",earthquake
485,485,700595.4897569445,-43.109,-71.695,15.0,7.2,mw,,,,,iscgem,iscgem912735,735731.7865856482,"Chubut, Argentina",earthquake
486,486,700595.1434606481,-43.8,-78.319,15.0,7.2,mw,,,,,iscgem,iscgem912734,735731.7865856482,"off the coast of Los Lagos, Chile",earthquake
487,487,700552.2447222222,-4.577,101.467,35.0,6.3,mw,,,,,iscgem,iscgem912712,735731.7865856482,"southern Sumatra, Indonesia",earthquake
488,488,700535.1253935185,-19.307,-178.106,485.0,7.8,mw,,,,,iscgem,iscgem912700,735731.7865856482,Fiji region,earthquake
489,489,700535.0651504629,6.819,126.53,35.0,6.9,mw,,,,,iscgem,iscgem912699,735731.7865856482,"Mindanao, Philippines",earthquake
490,490,700509.3618865741,49.822,-126.695,15.0,6.8,mw,,,,,iscgem,iscgem913365,735731.7865856482,"Vancouver Island, Canada region",earthquake
491,491,700507.4915509259,-26.538,-70.608,40.0,7.8,mw,,,,,iscgem,iscgem913362,735731.7865856482,"Atacama, Chile",earthquake
492,492,700505.4080324074,11.391,-43.549,10.0,7.1,mw,,,,,iscgem,iscgem913359,735731.7865856482,northern Mid-Atlantic Ridge,earthquake
493,493,700504.1078819444,38.428,72.797,20.0,6.5,mw,,,,,iscgem,iscgem913358,735731.7865856482,Tajikistan,earthquake
494,494,700503.2838657408,70.54,130.512,15.0,6.4,mw,,,,,iscgemsup,iscgemsup913357,735792.7099768518,"northwestern Sakha, Russia",earthquake
495,495,700496.9567361111,-6.807,129.148,15.0,6.9,mw,,,,,iscgem,iscgem913349,735731.7865856482,Banda Sea,earthquake
496,496,700481.1931597223,44.893,151.896,15.0,7.8,mw,,,,,iscgem,iscgem913336,735731.7865856482,east of the Kuril Islands,earthquake
497,497,700476.4680324075,-49.597,163.536,15.0,6.7,mw,,,,,iscgemsup,iscgemsup913333,735792.7099768518,"Auckland Islands, New Zealand region",earthquake
498,498,700469.7129629629,-1.402,149.683,15.0,7.2,mw,,,,,iscgem,iscgem913330,735731.7865856482,"New Ireland region, Papua New Guinea",earthquake
499,499,700461.1410185185,13.88,-90.023,35.0,6.6,mw,,,,,iscgem,iscgem913321,735731.7865856482,El Salvador,earthquake
500,500,700456.5001620371,-20.65,-174.11,30.0,6.3,mw,,,,,iscgem,iscgem913314,735731.7865856482,Tonga,earthquake
501,501,700453.5935416666,18.802,-67.219,15.0,7.1,mw,,,,,iscgem,iscgem913306,735731.7865856482,Puerto Rico region,earthquake
502,502,700442.7442592593,-23.953,171.521,35.0,6.5,mw,,,,,iscgemsup,iscgemsup913299,735792.7099768518,southeast of the Loyalty Islands,earthquake
503,503,700441.5050231481,35.077,35.608,15.0,6.6,mw,,,,,iscgem,iscgem913295,735731.7865856482,near the coast of Syria,earthquake
504,504,700434.4131944445,-1.457,100.09,35.0,6.5,mw,,,,,iscgem,iscgem913286,735731.7865856482,"southern Sumatra, Indonesia",earthquake
505,505,700419.7197106482,46.737,150.653,15.0,8.1,mw,,,,,iscgem,iscgem913260,735731.7865856482,Kuril Islands,earthquake
506,506,700404.2755092593,-10.789,164.919,15.0,6.5,mw,,,,,iscgem,iscgem913246,735731.7865856482,Santa Cruz Islands region,earthquake
507,507,700397.1428356481,5.289,124.66,35.0,6.1,mw,,,,,iscgem,iscgem913233,735731.7865856482,"Mindanao, Philippines",earthquake
508,508,700396.7292939815,5.226,125.75,15.0,6.9,mw,,,,,iscgem,iscgem913232,735731.7865856482,"Mindanao, Philippines",earthquake
509,509,700396.643287037,5.213,124.261,35.0,6.4,mw,,,,,iscgem,iscgem913231,735731.7865856482,"Mindanao, Philippines",earthquake
510,510,700396.5127430556,5.967,124.377,20.0,8.3,mw,,,,,iscgem,iscgem913230,735731.7865856482,"Mindanao, Philippines",earthquake
511,511,700389.4083912037,-4.978,152.344,35.0,6.5,mw,,,,,iscgem,iscgem913219,735731.7865856482,"New Britain region, Papua New Guinea",earthquake
512,512,700379.7016319444,-3.111,143.91,15.0,6.6,mw,,,,,iscgem,iscgem913212,735731.7865856482,"near the north coast of New Guinea, Papua New Guinea",earthquake
513,513,700371.2567708333,-7.331,155.548,20.0,6.7,mw,,,,,iscgem,iscgem913206,735731.7865856482,Solomon Islands,earthquake
514,514,700365.0161226852,41.304,-124.694,15.0,6.4,mw,,,,,iscgemsup,iscgemsup913200,735792.7099768518,offshore Northern California,earthquake
515,515,700358.432037037,24.599,90.853,15.0,7.2,mw,,,,,iscgem,iscgem913196,735731.7865856482,Bangladesh,earthquake
516,516,700353.2862037037,-3.211,143.404,15.0,7.5,mw,,,,,iscgem,iscgem913192,735731.7865856482,"near the north coast of New Guinea, Papua New Guinea",earthquake
517,517,700351.2559606482,8.957,126.468,35.0,6.5,mw,,,,,iscgem,iscgem913190,735731.7865856482,"Mindanao, Philippines",earthquake
518,518,700324.1691435185,-6.447,146.159,15.0,6.2,mw,,,,,iscgem,iscgem913160,735731.7865856482,"eastern New Guinea region, Papua New Guinea",earthquake
519,519,700323.0022916667,-1.02,-19.128,10.0,6.7,mw,,,,,iscgemsup,iscgemsup913159,735792.7099768518,central Mid-Atlantic Ridge,earthquake
520,520,700314.8119791667,-30.557,-92.218,10.0,6.6,mw,,,,,iscgemsup,iscgemsup913152,735792.7099768518,southeast central Pacific Ocean,earthquake
521,521,700312.4983796297,27.102,-110.122,10.0,6.8,mw,,,,,iscgemsup,iscgemsup913151,735792.7099768518,"Sonora, Mexico",earthquake
522,522,700309.7525462963,-2.268,153.171,15.0,7.0,mw,,,,,iscgem,iscgem913148,735731.7865856482,"New Ireland region, Papua New Guinea",earthquake
523,523,700309.7466087963,-29.292,-71.857,20.0,6.8,mw,,,,,iscgem,iscgem913147,735731.7865856482,"offshore Coquimbo, Chile",earthquake
524,524,700309.6084143518,7.506,-34.933,15.0,7.3,mw,,,,,iscgem,iscgem913146,735731.7865856482,central Mid-Atlantic Ridge,earthquake
525,525,700280.939224537,33.647,-117.433,10.0,6.7,mw,,,,,iscgem,iscgem913126,735731.7865856482,Southern California,earthquake
526,526,700272.0356712963,-4.957,85.517,10.0,6.3,mw,,,,,iscgem,iscgem913116,735731.7865856482,South Indian Ocean,earthquake
527,527,700213.2550694444,23.582,117.104,15.0,7.3,mw,,,,,iscgem,iscgem913072,735731.7865856482,"near the coast of Fujian, China",earthquake
528,528,700207.2224537038,6.993,126.059,35.0,6.9,mw,,,,,iscgem,iscgem913057,735731.7865856482,"Mindanao, Philippines",earthquake
529,529,700190.823263889,-0.197,134.11,25.0,6.3,mw,,,,,iscgemsup,iscgemsup913040,735792.7099768518,"near the north coast of Papua, Indonesia",earthquake
530,530,700167.9518518519,15.592,-96.487,20.0,6.9,mw,,,,,iscgem,iscgem913745,735731.7865856482,"offshore Oaxaca, Mexico",earthquake
531,531,700021.660011574,-41.481,176.437,15.0,6.6,mw,,,,,iscgem,iscgem913599,735731.7865856482,off the east coast of the North Island of New Zealand,earthquake
532,532,700015.9959375,28.379,104.188,15.0,6.9,mw,,,,,iscgem,iscgem913594,735731.7865856482,"eastern Sichuan, China",earthquake
533,533,700014.9114814815,-3.687,141.572,35.0,7.4,mw,,,,,iscgem,iscgem913586,735731.7865856482,"New Guinea, Papua New Guinea",earthquake
534,534,699981.2428935185,-14.739,-173.562,15.0,8.0,mw,,,,,iscgem,iscgem913548,735731.7865856482,Samoa Islands region,earthquake
535,535,699955.3663425926,54.934,-159.433,35.0,7.4,mw,,,,,iscgem,iscgem913517,735731.7865856482,south of Alaska,earthquake
536,536,699925.768287037,-31.08,-176.461,15.0,8.2,mw,,,,,iscgem,iscgem913483,735731.7865856482,Kermadec Islands region,earthquake
537,537,699923.496875,56.285,115.329,10.0,6.5,mw,,,,,iscgem,iscgem913481,735731.7865856482,"Buryatiya, Russia",earthquake
538,538,699834.1150462963,56.136,163.168,20.0,7.9,mw,,,,,iscgemsup,iscgemsup913404,735792.7099768518,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
539,539,699828.0337731482,31.617,116.954,20.0,6.3,mw,,,,,iscgemsup,iscgemsup913399,735792.7099768518,"Anhui, China",earthquake
540,540,699743.6465277778,49.755,157.998,15.0,7.3,mw,,,,,iscgem,iscgem913864,735731.7865856482,east of the Kuril Islands,earthquake
541,541,699679.2775578704,29.73,80.745,20.0,7.0,mw,,,,,iscgem,iscgem913843,735731.7865856482,Nepal-India border region,earthquake
542,542,699496.8480787037,11.542,-87.99,15.0,7.2,mw,,,,,iscgemsup,iscgemsup913768,735792.7099768518,near the coast of Nicaragua,earthquake
543,543,699475.9107986111,50.459,179.051,15.0,7.0,mw,,,,,iscgem,iscgem913761,735731.7865856482,"Rat Islands, Aleutian Islands, Alaska",earthquake
544,544,699462.2883449075,40.074,37.329,15.0,7.0,mw,,,,,iscgem,iscgem913755,735731.7865856482,central Turkey,earthquake
545,545,699451.3475925926,-3.987,138.011,35.0,7.7,mw,,,,,iscgem,iscgem913750,735731.7865856482,"Papua, Indonesia",earthquake
546,546,699451.2629050926,-3.196,135.731,25.0,7.1,mw,,,,,iscgem,iscgem913749,735731.7865856482,"Papua, Indonesia",earthquake
547,547,699439.5561226852,-4.739,152.548,35.0,7.9,mw,,,,,iscgem,iscgem913746,735731.7865856482,"New Britain region, Papua New Guinea",earthquake
548,548,699424.2951967593,41.711,79.177,20.0,6.5,mw,,,,,iscgem,iscgem913957,735731.7865856482,Kyrgyzstan-Xinjiang border region,earthquake
549,549,699410.1106944444,27.7,91.64,15.0,6.5,mw,,,,,iscgem,iscgem913954,735731.7865856482,Bhutan,earthquake
550,550,699378.3082523148,38.594,143.021,30.0,7.0,mw,,,,,iscgemsup,iscgemsup913949,735792.7099768518,"off the east coast of Honshu, Japan",earthquake
551,551,699349.2870486111,40.258,-117.654,10.0,6.8,mw,,,,,iscgem,iscgem913944,735731.7865856482,Nevada,earthquake
552,552,699339.343599537,14.484,38.688,10.0,6.2,mw,,,,,iscgem,iscgem913942,735731.7865856482,Eritrea-Ethiopia border region,earthquake
553,553,699285.0635648149,54.121,162.052,20.0,7.3,mw,,,,,iscgem,iscgem913925,735731.7865856482,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
554,554,699194.2084490741,48.361,155.162,30.0,7.8,mw,,,,,iscgem,iscgem913898,735731.7865856482,Kuril Islands,earthquake
555,555,699132.7911111111,23.359,123.492,20.0,7.3,mw,,,,,iscgem,iscgem913884,735731.7865856482,"southwestern Ryukyu Islands, Japan",earthquake
556,556,699086.2865972222,42.179,13.585,15.0,6.7,mw,,,,,iscgem,iscgem913880,735731.7865856482,central Italy,earthquake
557,557,699004.2630092592,4.239,128.141,35.0,7.4,mw,,,,,iscgem,iscgem914014,735731.7865856482,"north of Halmahera, Indonesia",earthquake
