,Unnamed: 0,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
177,177,703344.4405902778,-9.156,110.617,35.0,7.1,mw,,,,,iscgem,iscgem910100,735731.7865972222,"south of Java, Indonesia",earthquake
178,178,703341.5160185185,-5.441,145.496,35.0,6.6,mw,,,,,iscgem,iscgem910090,735731.7865972222,"eastern New Guinea region, Papua New Guinea",earthquake
179,179,703338.6506944444,42.501,144.102,35.0,6.4,mw,,,,,iscgem,iscgem910083,735731.7865972222,"Hokkaido, Japan region",earthquake
180,180,703336.0568402777,-34.455,57.906,10.0,7.0,mw,,,,,iscgem,iscgem910080,735731.7865972222,South Indian Ocean,earthquake
181,181,703333.4847685185,36.57,22.995,50.0,6.3,mw,,,,,iscgem,iscgem910077,735731.7865972222,southern Greece,earthquake
182,182,703328.2394212963,-23.145,172.139,20.0,7.0,mw,,,,,iscgem,iscgem910072,735731.7865972222,southeast of the Loyalty Islands,earthquake
183,183,703312.5852199075,27.068,122.014,35.0,6.3,mw,,,,,iscgemsup,iscgemsup910041,735792.7099768518,Taiwan region,earthquake
184,184,703312.1524537037,51.655,-175.446,35.0,6.4,mw,,,,,iscgem,iscgem910040,735731.7865972222,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
185,185,703309.9485763889,35.397,78.679,10.0,6.3,mw,,,,,iscgem,iscgem910016,735731.7865972222,Kashmir-Xinjiang border region,earthquake
186,186,703306.4389814815,-2.652,126.346,15.0,6.7,mw,,,,,iscgem,iscgem909968,735731.7865972222,"Ceram Sea, Indonesia",earthquake
187,187,703306.153912037,21.511,121.646,15.0,6.5,mw,,,,,iscgem,iscgem909966,735731.7865972222,Taiwan region,earthquake
188,188,703305.2094212963,13.356,124.047,15.0,6.6,mw,,,,,iscgem,iscgem909963,735731.7865972222,"Catanduanes, Philippines",earthquake
189,189,703300.3697453703,-8.512,157.332,15.0,6.5,mw,,,,,iscgem,iscgem909959,735731.7865972222,Solomon Islands,earthquake
190,190,703288.0866550925,-6.221,146.484,35.0,6.3,mw,,,,,iscgem,iscgem909944,735731.7865972222,"eastern New Guinea region, Papua New Guinea",earthquake
191,191,703282.4522106481,0.55,126.016,15.0,6.6,mw,,,,,iscgem,iscgem909928,735731.7865972222,Molucca Sea,earthquake
192,192,703273.5895949074,-2.994,101.146,25.0,6.8,mw,,,,,iscgem,iscgem909912,735731.7865972222,"southern Sumatra, Indonesia",earthquake
193,193,703271.6019675926,27.048,127.158,15.0,6.8,mw,,,,,iscgem,iscgem909904,735731.7865972222,"Ryukyu Islands, Japan",earthquake
194,194,703270.2609722222,-0.629,100.155,35.0,6.4,mw,,,,,iscgem,iscgem909898,735731.7865972222,"southern Sumatra, Indonesia",earthquake
195,195,703270.1412962963,0.102,101.468,15.0,6.7,mw,,,,,iscgem,iscgem909897,735731.7865972222,"northern Sumatra, Indonesia",earthquake
196,196,703268.8239930555,36.681,26.795,15.0,6.9,mw,,,,,iscgem,iscgem909893,735731.7865972222,"Dodecanese Islands, Greece",earthquake
197,197,703262.2876851852,-56.152,-27.512,35.0,6.3,mw,,,,,iscgem,iscgem909880,735731.7865972222,South Sandwich Islands region,earthquake
198,198,703245.1992708333,-15.016,167.759,25.0,6.4,mw,,,,,iscgem,iscgem909857,735731.7865972222,Vanuatu,earthquake
199,199,703242.5665856481,-33.898,57.965,10.0,6.3,mw,,,,,iscgem,iscgem909855,735731.7865972222,Southwest Indian Ridge,earthquake
200,200,703237.8229050926,41.161,143.122,35.0,6.3,mw,,,,,iscgem,iscgem909852,735731.7865972222,"Hokkaido, Japan region",earthquake
201,201,703231.2932754629,5.473,124.957,35.0,6.6,mw,,,,,iscgem,iscgem909845,735731.7865972222,"Mindanao, Philippines",earthquake
202,202,703222.4725347222,19.995,-106.439,15.0,6.2,mw,,,,,iscgemsup,iscgemsup909834,735792.7099768518,"offshore Jalisco, Mexico",earthquake
203,203,703193.3559259259,-10.349,161.634,15.0,7.3,mw,,,,,iscgem,iscgem909810,735731.7865972222,Solomon Islands,earthquake
204,204,703189.4309375,-3.585,147.857,25.0,6.3,mw,,,,,iscgem,iscgem909807,735731.7865972222,Bismarck Sea,earthquake
205,205,703177.4504513888,-8.943,157.446,15.0,7.0,mw,,,,,iscgem,iscgem909794,735731.7865972222,Solomon Islands,earthquake
206,206,703172.7702546297,-6.95,150.439,15.0,6.3,mw,,,,,iscgem,iscgem909784,735731.7865972222,"New Britain region, Papua New Guinea",earthquake
207,207,703171.5966319444,-60.879,-23.662,10.0,7.0,mw,,,,,iscgem,iscgem909780,735731.7865972222,South Sandwich Islands region,earthquake
208,208,703168.5876736111,36.021,29.521,15.0,6.8,mw,,,,,iscgem,iscgem909771,735731.7865972222,western Turkey,earthquake
209,209,703167.4956365741,12.056,-82.045,25.0,6.9,mw,,,,,iscgem,iscgem909769,735731.7865972222,Caribbean Sea,earthquake
210,210,703158.8483449074,42.706,148.403,15.0,6.3,mw,,,,,iscgem,iscgem909760,735731.7865972222,"off the coast of Hokkaido, Japan",earthquake
211,211,703154.3964930555,4.675,127.729,15.0,6.5,mw,,,,,iscgem,iscgem909755,735731.7865972222,"Kepulauan Talaud, Indonesia",earthquake
212,212,703137.1248726852,12.054,-89.039,15.0,6.7,mw,,,,,iscgem,iscgem909744,735731.7865972222,off the coast of El Salvador,earthquake
213,213,703135.3807986111,-22.494,177.079,35.0,6.3,mw,,,,,iscgem,iscgem909743,735731.7865972222,south of the Fiji Islands,earthquake
214,214,703130.6375231481,12.299,-88.666,20.0,7.2,mw,,,,,iscgem,iscgem909737,735731.7865972222,offshore El Salvador,earthquake
215,215,703117.2949074074,-21.754,169.338,20.0,6.6,mw,,,,,iscgem,iscgem909722,735731.7865972222,southeast of the Loyalty Islands,earthquake
216,216,703116.0252893518,-10.0,159.248,15.0,7.6,mw,,,,,iscgem,iscgem909720,735731.7865972222,Solomon Islands,earthquake
217,217,703109.8801388888,-2.805,88.211,15.0,6.7,mw,,,,,iscgem,iscgem909715,735731.7865972222,South Indian Ocean,earthquake
218,218,703091.3658912037,-15.142,-172.032,15.0,6.1,mw,,,,,iscgem,iscgem910790,735731.7865972222,Samoa Islands region,earthquake
219,219,703089.669675926,-1.425,120.234,25.0,6.5,mw,,,,,iscgem,iscgem910789,735731.7865972222,"Sulawesi, Indonesia",earthquake
220,220,703087.4363425926,1.67,126.298,35.0,6.3,mw,,,,,iscgem,iscgem910784,735731.7865972222,Molucca Sea,earthquake
221,221,703086.7664930555,8.864,125.538,20.0,6.5,mw,,,,,iscgem,iscgem910783,735731.7865972222,"Mindanao, Philippines",earthquake
222,222,703082.2122569444,20.62,101.452,15.0,6.7,mw,,,,,iscgem,iscgem910778,735731.7865972222,Laos,earthquake
223,223,703079.6733680556,-31.591,-110.835,10.0,6.9,mw,,,,,iscgem,iscgem910777,735731.7865972222,Easter Island region,earthquake
224,224,703058.6760648148,-18.11,167.923,25.0,6.6,mw,,,,,iscgem,iscgem910752,735731.7865972222,Vanuatu,earthquake
225,225,703047.0124074074,-10.49,-80.562,10.0,6.3,mw,,,,,iscgem,iscgem910740,735731.7865972222,off the coast of central Peru,earthquake
226,226,703046.4965393519,18.496,-106.846,15.0,7.0,mw,,,,,iscgem,iscgem910739,735731.7865972222,"off the coast of Jalisco, Mexico",earthquake
227,227,703043.5103125,12.653,124.767,20.0,7.2,mw,,,,,iscgem,iscgem910734,735731.7865972222,"Samar, Philippines",earthquake
228,228,703040.5768171296,-0.652,130.62,15.0,7.3,mw,,,,,iscgem,iscgem910733,735731.7865972222,"Papua region, Indonesia",earthquake
229,229,703029.612337963,-9.824,160.708,15.0,6.4,mw,,,,,iscgem,iscgem910726,735731.7865972222,Solomon Islands,earthquake
230,230,703021.7095370371,-5.514,102.812,35.0,6.7,mw,,,,,iscgem,iscgem910720,735731.7865972222,"southern Sumatra, Indonesia",earthquake
231,231,703012.7365509259,10.794,-42.266,10.0,7.2,mw,,,,,iscgem,iscgem910710,735731.7865972222,northern Mid-Atlantic Ridge,earthquake
232,232,703011.2394097223,-34.308,58.251,10.0,6.3,mw,,,,,iscgem,iscgem910708,735731.7865972222,South Indian Ocean,earthquake
233,233,702957.5052314815,55.35,167.086,15.0,7.0,mw,,,,,iscgem,iscgem910653,735731.7865972222,"Komandorskiye Ostrova, Russia region",earthquake
234,234,702952.1726967592,-59.834,152.585,10.0,6.3,mw,,,,,iscgem,iscgem910645,735731.7865972222,west of Macquarie Island,earthquake
235,235,702945.3249305555,18.73,-101.321,75.0,6.4,mw,,,,,iscgem,iscgem910636,735731.7865972222,"Michoacan, Mexico",earthquake
236,236,702914.5920023149,19.244,-106.838,20.0,6.4,mw,,,,,iscgem,iscgem910594,735731.7865972222,"off the coast of Jalisco, Mexico",earthquake
237,237,702911.3818981481,-6.549,155.252,15.0,6.2,mw,,,,,iscgem,iscgem910585,735731.7865972222,"Bougainville region, Papua New Guinea",earthquake
238,238,702906.6127662037,34.418,-120.196,10.0,6.8,mw,,,,,iscgem,iscgem910569,735731.7865972222,"Santa Barbara Channel, California",earthquake
239,239,702905.2597800926,28.613,130.088,35.0,6.4,mw,,,,,iscgem,iscgem910565,735731.7865972222,"Ryukyu Islands, Japan",earthquake
240,240,702905.0563888889,46.367,-111.408,15.0,6.9,mw,,,,,iscgem,iscgem910562,735731.7865972222,western Montana,earthquake
241,241,702886.5697106482,-4.015,143.467,25.0,7.0,mw,,,,,iscgem,iscgem910532,735731.7865972222,"New Guinea, Papua New Guinea",earthquake
242,242,702884.9872222223,4.279,-75.331,15.0,6.3,mw,,,,,iscgem,iscgem910531,735731.7865972222,Colombia,earthquake
243,243,702880.1902083333,1.292,126.01,15.0,7.0,mw,,,,,iscgem,iscgem910524,735731.7865972222,Molucca Sea,earthquake
244,244,702874.2466666667,-36.519,56.222,10.0,6.5,mw,,,,,iscgem,iscgem910520,735731.7865972222,South Indian Ocean,earthquake
245,245,702869.0901041667,35.423,135.007,15.0,6.6,mw,,,,,iscgem,iscgem910508,735731.7865972222,"western Honshu, Japan",earthquake
246,246,702865.224849537,-34.295,57.957,10.0,6.6,mw,,,,,iscgem,iscgem910503,735731.7865972222,South Indian Ocean,earthquake
247,247,702861.4979745371,-25.57,-70.492,30.0,6.4,mw,,,,,iscgem,iscgem910497,735731.7865972222,"Antofagasta, Chile",earthquake
248,248,702851.9730092592,1.181,126.104,15.0,6.7,mw,,,,,iscgem,iscgem910484,735731.7865972222,Molucca Sea,earthquake
249,249,702851.4209837962,9.782,123.064,15.0,6.7,mw,,,,,iscgem,iscgem910478,735731.7865972222,"Negros - Cebu region, Philippines",earthquake
250,250,702849.9577199074,-34.667,57.713,15.0,6.9,mw,,,,,iscgem,iscgem910474,735731.7865972222,South Indian Ocean,earthquake
251,251,702849.7234606481,1.19,126.304,15.0,7.1,mw,,,,,iscgem,iscgem910473,735731.7865972222,Molucca Sea,earthquake
252,252,702832.8282523148,21.788,121.1,15.0,7.0,mw,,,,,iscgem,iscgem910450,735731.7865972222,Taiwan region,earthquake
253,253,702827.4459027778,-34.646,58.358,10.0,7.1,mw,,,,,iscgem,iscgem910440,735731.7865972222,South Indian Ocean,earthquake
254,254,702823.7539467593,7.509,126.734,25.0,6.3,mw,,,,,iscgem,iscgem910439,735731.7865972222,"Mindanao, Philippines",earthquake
255,255,702814.8837384259,7.853,-77.805,15.0,6.4,mw,,,,,iscgem,iscgem910429,735731.7865972222,Panama-Colombia border region,earthquake
256,256,702807.3624768519,-18.7,168.574,35.0,7.2,mw,,,,,iscgem,iscgem910423,735731.7865972222,Vanuatu,earthquake
257,257,702801.6126967593,25.713,100.422,10.0,6.8,mw,,,,,iscgem,iscgem910412,735731.7865972222,"Yunnan, China",earthquake
258,258,702792.7599537037,-55.361,-5.369,10.0,6.4,mw,,,,,iscgemsup,iscgemsup910398,735792.7099768518,southern Mid-Atlantic Ridge,earthquake
259,259,702786.0967361111,47.495,-69.928,15.0,6.3,mw,,,,,iscgem,iscgem910394,735731.7865972222,"St. Lawrence Valley region, Quebec, Canada",earthquake
260,260,702780.9956944444,61.109,-147.755,25.0,6.6,mw,,,,,iscgem,iscgem910392,735731.7865972222,Southern Alaska,earthquake
261,261,702777.0433101852,45.46,150.099,15.0,6.9,mw,,,,,iscgem,iscgem910390,735731.7865972222,Kuril Islands,earthquake
262,262,702773.7356712963,-59.092,-7.375,10.0,6.6,mw,,,,,iscgem,iscgem910387,735731.7865972222,east of the South Sandwich Islands,earthquake
263,263,702770.5760300925,-28.872,-176.196,35.0,6.5,mw,,,,,iscgem,iscgem910384,735731.7865972222,Kermadec Islands region,earthquake
264,264,702766.5902083333,-22.485,170.792,15.0,6.6,mw,,,,,iscgemsup,iscgemsup910375,735792.7099768518,southeast of the Loyalty Islands,earthquake
265,265,702759.824224537,43.415,148.187,35.0,6.8,mw,,,,,iscgem,iscgem910362,735731.7865972222,east of the Kuril Islands,earthquake
266,266,702759.5619675926,43.643,147.559,30.0,6.5,mw,,,,,iscgem,iscgem910358,735731.7865972222,Kuril Islands,earthquake
267,267,702758.2250347222,43.707,147.447,30.0,6.5,mw,,,,,iscgem,iscgem910348,735731.7865972222,Kuril Islands,earthquake
268,268,702754.1705439815,43.558,147.601,30.0,6.8,mw,,,,,iscgem,iscgem910341,735731.7865972222,Kuril Islands,earthquake
269,269,702744.5041203704,47.803,153.607,35.0,7.2,mw,,,,,iscgem,iscgem910330,735731.7865972222,Kuril Islands,earthquake
270,270,702707.9894791667,-11.752,110.335,15.0,6.5,mw,,,,,iscgem,iscgem911225,735731.7865972222,"south of Java, Indonesia",earthquake
271,271,702706.7281828703,-41.712,80.162,10.0,6.3,mw,,,,,iscgem,iscgem911218,735731.7865972222,Mid-Indian Ridge,earthquake
272,272,702704.4952083334,-8.841,145.197,15.0,6.2,mw,,,,,iscgemsup,iscgemsup911215,735792.7099768518,"near the south coast of New Guinea, Papua New Guinea",earthquake
273,273,702678.3557060185,-26.711,-176.505,35.0,6.2,mw,,,,,iscgem,iscgem911197,735731.7865972222,south of the Fiji Islands,earthquake
274,274,702661.8313773149,7.152,124.337,20.0,6.2,mw,,,,,iscgem,iscgem911174,735731.7865972222,"Mindanao, Philippines",earthquake
275,275,702654.8283449074,55.506,165.188,25.0,6.6,mw,,,,,iscgem,iscgem911169,735731.7865972222,"Komandorskiye Ostrova, Russia region",earthquake
276,276,702646.815451389,-0.266,-29.524,10.0,6.4,mw,,,,,iscgem,iscgem911155,735731.7865972222,central Mid-Atlantic Ridge,earthquake
277,277,702642.8561921297,30.882,89.651,15.0,6.5,mw,,,,,iscgem,iscgem911152,735731.7865972222,western Xizang,earthquake
278,278,702620.1083680555,39.061,70.538,20.0,6.2,mw,,,,,iscgem,iscgem911122,735731.7865972222,Tajikistan,earthquake
279,279,702618.5889814815,9.921,127.409,15.0,6.4,mw,,,,,iscgem,iscgem911120,735731.7865972222,Philippine Islands region,earthquake
280,280,702618.5508333333,51.383,178.178,25.0,6.6,mw,,,,,iscgem,iscgem911119,735731.7865972222,"Rat Islands, Aleutian Islands, Alaska",earthquake
281,281,702617.6071180556,39.897,41.891,15.0,6.8,mw,,,,,iscgem,iscgem911110,735731.7865972222,eastern Turkey,earthquake
282,282,702603.1284606481,8.963,126.893,15.0,7.1,mw,,,,,iscgem,iscgem911077,735731.7865972222,"Mindanao, Philippines",earthquake
283,283,702598.9632175926,54.949,162.21,25.0,6.3,mw,,,,,iscgem,iscgem911072,735731.7865972222,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
284,284,702598.6048611111,36.502,141.846,25.0,6.4,mw,,,,,iscgem,iscgem911070,735731.7865972222,"near the east coast of Honshu, Japan",earthquake
285,285,702598.0984375,-45.263,34.676,10.0,6.3,mw,,,,,iscgem,iscgem911069,735731.7865972222,Prince Edward Islands region,earthquake
286,286,702590.0735532407,35.692,142.278,10.0,6.2,mw,,,,,iscgem,iscgem911063,735731.7865972222,"off the east coast of Honshu, Japan",earthquake
287,287,702587.9773842592,36.35,142.119,10.0,6.3,mw,,,,,iscgem,iscgem911062,735731.7865972222,"off the east coast of Honshu, Japan",earthquake
288,288,702587.751863426,36.135,141.387,15.0,7.0,mw,,,,,iscgem,iscgem911061,735731.7865972222,"near the east coast of Honshu, Japan",earthquake
289,289,702583.258275463,-31.259,-177.007,15.0,6.5,mw,,,,,iscgem,iscgem911052,735731.7865972222,Kermadec Islands region,earthquake
290,290,702571.2213078703,-3.169,121.189,35.0,6.5,mw,,,,,iscgem,iscgem911044,735731.7865972222,"Sulawesi, Indonesia",earthquake
291,291,702566.2050810185,-49.522,158.911,15.0,7.1,mw,,,,,iscgem,iscgem911040,735731.7865972222,north of Macquarie Island,earthquake
292,292,702554.6337962963,40.622,73.423,25.0,6.6,mw,,,,,iscgem,iscgem911027,735731.7865972222,Kyrgyzstan,earthquake
293,293,702553.8227546297,37.064,83.453,10.0,7.2,mw,,,,,iscgemsup,iscgemsup911023,735792.7099768518,"southern Xinjiang, China",earthquake
294,294,702548.7721527778,40.231,73.267,25.0,6.5,mw,,,,,iscgem,iscgem911014,735731.7865972222,Kyrgyzstan,earthquake
295,295,702548.5964236112,7.224,-77.601,20.0,6.4,mw,,,,,iscgem,iscgem911013,735731.7865972222,Panama-Colombia border region,earthquake
296,296,702545.1945833333,36.983,84.164,10.0,7.0,mw,,,,,iscgem,iscgem911007,735731.7865972222,"southern Xinjiang, China",earthquake
297,297,702538.0677430555,-56.198,158.563,10.0,7.5,mw,,,,,iscgem,iscgem910998,735731.7865972222,Macquarie Island region,earthquake
298,298,702498.219525463,-2.319,133.082,15.0,6.3,mw,,,,,iscgem,iscgem910958,735731.7865972222,"Papua, Indonesia",earthquake
299,299,702487.6732523148,15.889,119.099,15.0,6.7,mw,,,,,iscgem,iscgem910942,735731.7865972222,"Luzon, Philippines",earthquake
300,300,702485.702662037,-21.246,-178.755,535.0,7.1,mw,,,,,iscgem,iscgem910936,735731.7865972222,Fiji region,earthquake
301,301,702482.8294444444,12.425,-89.026,20.0,6.6,mw,,,,,iscgem,iscgem910933,735731.7865972222,offshore El Salvador,earthquake
302,302,702472.8340162036,18.709,-100.769,15.0,6.4,mw,,,,,iscgem,iscgem910918,735731.7865972222,"Michoacan, Mexico",earthquake
303,303,702465.6809722222,6.722,126.038,15.0,8.0,mw,,,,,iscgem,iscgem910911,735731.7865972222,"Mindanao, Philippines",earthquake
304,304,702446.8351967592,-17.399,-178.59,15.0,6.1,mw,,,,,iscgem,iscgem910887,735731.7865972222,Fiji region,earthquake
305,305,702435.4384722222,49.179,142.436,15.0,6.8,mw,,,,,iscgem,iscgem910873,735731.7865972222,"Sakhalin, Russia",earthquake
306,306,702431.4453587963,10.058,-84.855,20.0,6.4,mw,,,,,iscgem,iscgem910860,735731.7865972222,Costa Rica,earthquake
307,307,702424.4221412037,9.791,-83.915,15.0,7.1,mw,,,,,iscgem,iscgem910853,735731.7865972222,Costa Rica,earthquake
308,308,702404.9515972222,-3.065,121.254,35.0,6.6,mw,,,,,iscgem,iscgem910833,735731.7865972222,"Sulawesi, Indonesia",earthquake
309,309,702389.079837963,-28.222,-70.755,45.0,6.7,mw,,,,,iscgem,iscgem910820,735731.7865972222,"Atacama, Chile",earthquake
310,310,702374.8682986111,35.865,139.394,15.0,6.8,mw,,,,,iscgem,iscgem910800,735731.7865972222,"near the south coast of Honshu, Japan",earthquake
311,311,702357.933912037,39.664,69.093,20.0,6.5,mw,,,,,iscgem,iscgem911786,735731.7865972222,Tajikistan,earthquake
312,312,702334.872800926,39.802,23.597,10.0,6.2,mw,,,,,iscgem,iscgem911765,735731.7865972222,Aegean Sea,earthquake
313,313,702317.8954976852,23.882,122.228,25.0,6.6,mw,,,,,iscgem,iscgem911741,735731.7865972222,Taiwan region,earthquake
314,314,702305.7190162037,-38.708,-73.182,35.0,6.2,mw,,,,,iscgem,iscgem911723,735731.7865972222,"Araucania, Chile",earthquake
315,315,702304.8944675926,29.111,130.262,35.0,6.9,mw,,,,,iscgem,iscgem911721,735731.7865972222,"Ryukyu Islands, Japan",earthquake
316,316,702303.0031828703,-4.619,153.001,35.0,7.0,mw,,,,,iscgem,iscgem911715,735731.7865972222,"New Ireland region, Papua New Guinea",earthquake
317,317,702302.6801273148,28.99,129.973,35.0,6.8,mw,,,,,iscgem,iscgem911714,735731.7865972222,"Ryukyu Islands, Japan",earthquake
318,318,702283.3319444444,-10.218,120.257,35.0,6.3,mw,,,,,iscgemsup,iscgemsup911693,735792.7099768518,"Sumba region, Indonesia",earthquake
319,319,702278.2995717593,71.464,-9.48,15.0,6.5,mw,,,,,iscgem,iscgem911688,735731.7865972222,Jan Mayen Island region,earthquake
320,320,702275.1455787037,-1.231,129.55,15.0,7.4,mw,,,,,iscgem,iscgem911676,735731.7865972222,"Papua region, Indonesia",earthquake
321,321,702269.3447685185,29.012,70.033,15.0,6.3,mw,,,,,iscgem,iscgem911666,735731.7865972222,Pakistan,earthquake
322,322,702268.0561689815,52.94,-32.255,10.0,6.7,mw,,,,,iscgem,iscgem911663,735731.7865972222,Reykjanes Ridge,earthquake
323,323,702264.3498263889,34.552,139.133,10.0,6.5,mw,,,,,iscgem,iscgem911657,735731.7865972222,"near the south coast of Honshu, Japan",earthquake
324,324,702260.8664699075,29.196,56.833,15.0,6.8,mw,,,,,iscgem,iscgem911651,735731.7865972222,southern Iran,earthquake
325,325,702255.298125,36.617,57.046,15.0,6.4,mw,,,,,iscgem,iscgem911644,735731.7865972222,northeastern Iran,earthquake
326,326,702254.6908217593,-2.481,139.054,35.0,6.5,mw,,,,,iscgem,iscgem911641,735731.7865972222,"near the north coast of Papua, Indonesia",earthquake
327,327,702247.9192824074,24.937,90.721,15.0,6.8,mw,,,,,iscgem,iscgem911634,735731.7865972222,Bangladesh,earthquake
328,328,702240.1157523148,35.007,139.926,15.0,7.8,mw,,,,,iscgem,iscgem911591,735731.7865856482,"near the south coast of Honshu, Japan",earthquake
329,329,702239.318125,35.196,139.244,15.0,6.4,mw,,,,,iscgem,iscgem911550,735731.7865856482,"near the south coast of Honshu, Japan",earthquake
330,330,702239.1240162037,35.413,139.298,15.0,8.1,mw,,,,,iscgem,iscgem911526,735731.7865856482,"near the south coast of Honshu, Japan",earthquake
331,331,702239.1236111111,35.4,139.2,15.0,8.1,,,,,,atlas,atlas19230901025800,735632.6389236111,"near the south coast of Honshu, Japan",earthquake
332,332,702235.968900463,24.813,-109.063,10.0,6.5,mw,,,,,iscgem,iscgem911521,735731.7865856482,Gulf of California,earthquake
333,333,702218.0379976851,5.231,118.28,35.0,6.3,mw,,,,,iscgem,iscgem911497,735731.7865856482,"Sabah, Malaysia",earthquake
334,334,702215.5009375,10.362,-62.804,20.0,6.3,mw,,,,,iscgem,iscgem911491,735731.7865856482,"Sucre, Venezuela",earthquake
335,335,702208.3447569445,34.786,25.16,15.0,5.6,mw,,,,,iscgem,iscgem911481,735731.7865856482,"Crete, Greece",earthquake
336,336,702198.5959027777,52.222,173.153,25.0,6.4,mw,,,,,iscgem,iscgem911465,735731.7865856482,"Near Islands, Aleutian Islands, Alaska",earthquake
337,337,702196.6268865741,-1.256,-14.024,10.0,6.5,mw,,,,,iscgem,iscgem911458,735731.7865856482,north of Ascension Island,earthquake
338,338,702189.4678356481,30.967,131.082,35.0,7.0,mw,,,,,iscgemsup,iscgemsup911446,735792.7099768518,"Kyushu, Japan",earthquake
339,339,702188.1358680555,-15.777,179.992,15.0,6.4,mw,,,,,iscgem,iscgem911444,735731.7865856482,Fiji,earthquake
340,340,702178.1057291667,26.001,121.369,25.0,6.2,mw,,,,,iscgem,iscgem911428,735731.7865856482,Taiwan region,earthquake
341,341,702168.2810185185,22.845,98.711,25.0,7.2,mw,,,,,iscgem,iscgem911420,735731.7865856482,Myanmar,earthquake
342,342,702164.3444097223,-18.156,-175.55,15.0,6.8,mw,,,,,iscgem,iscgem911414,735731.7865856482,Tonga,earthquake
343,343,702147.7255324074,35.919,141.523,15.0,6.9,mw,,,,,iscgem,iscgem911391,735731.7865856482,"near the east coast of Honshu, Japan",earthquake
344,344,702143.0596296296,-2.691,88.327,15.0,6.4,mw,,,,,iscgem,iscgem911383,735731.7865856482,South Indian Ocean,earthquake
345,345,702138.9424305556,53.31,162.035,15.0,6.5,mw,,,,,iscgem,iscgem911376,735731.7865856482,"off the east coast of the Kamchatka Peninsula, Russia",earthquake
346,346,702127.0556481482,-6.966,105.171,25.0,6.4,mw,,,,,iscgem,iscgem911366,735731.7865856482,"Sunda Strait, Indonesia",earthquake
347,347,702119.935300926,-28.928,-71.332,35.0,6.5,mw,,,,,iscgemsup,iscgemsup911356,735792.7099768518,"Atacama, Chile",earthquake
348,348,702119.6852777777,55.828,-156.832,25.0,7.0,mw,,,,,iscgem,iscgem911354,735731.7865856482,south of Alaska,earthquake
349,349,702108.1368055556,26.392,127.03,20.0,6.6,mw,,,,,iscgem,iscgem911336,735731.7865856482,"Ryukyu Islands, Japan",earthquake
350,350,702104.1314004629,2.498,117.398,35.0,6.8,mw,,,,,iscgem,iscgem911334,735731.7865856482,"Kalimantan, Indonesia",earthquake
351,351,702098.6466087963,56.355,162.696,35.0,6.8,mw,,,,,iscgem,iscgem911331,735731.7865856482,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
352,352,702078.527974537,31.295,100.75,15.0,7.0,mw,,,,,iscgem,iscgem911322,735731.7865856482,"western Sichuan, China",earthquake
353,353,702070.9178703703,6.546,127.305,35.0,6.8,mw,,,,,iscgem,iscgem911315,735731.7865856482,Philippine Islands region,earthquake
354,354,702068.8640277778,6.042,126.873,35.0,6.4,mw,,,,,iscgem,iscgem911312,735731.7865856482,"Mindanao, Philippines",earthquake
355,355,702058.0065509259,-1.424,-23.137,15.0,6.3,mw,,,,,iscgem,iscgem911304,735731.7865856482,central Mid-Atlantic Ridge,earthquake
356,356,702056.7003935185,7.619,124.857,15.0,7.0,mw,,,,,iscgem,iscgem911301,735731.7865856482,"Mindanao, Philippines",earthquake
357,357,702050.315787037,55.388,163.265,15.0,7.3,mw,,,,,iscgem,iscgem911296,735731.7865856482,"off the east coast of the Kamchatka Peninsula, Russia",earthquake
358,358,702049.2444444444,-0.62,123.14,35.0,6.5,mw,,,,,iscgem,iscgem911295,735731.7865856482,"Sulawesi, Indonesia",earthquake
359,359,702038.0823958333,54.382,162.014,20.0,6.4,mw,,,,,iscgem,iscgem911283,735731.7865856482,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
360,360,702037.948449074,55.493,162.424,35.0,6.2,mw,,,,,iscgem,iscgem911282,735731.7865856482,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
361,361,702029.6679398149,54.486,160.472,15.0,8.4,mw,,,,,iscgem,iscgem911271,735731.7865856482,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
362,362,702028.21375,53.633,160.692,35.0,7.2,mw,,,,,iscgem,iscgem911270,735731.7865856482,"near the east coast of the Kamchatka Peninsula, Russia",earthquake
363,363,702028.0462037037,52.185,162.032,15.0,6.7,mw,,,,,iscgem,iscgem911269,735731.7865856482,"off the east coast of the Kamchatka Peninsula, Russia",earthquake
364,364,702027.8089814815,-21.668,169.849,30.0,6.9,mw,,,,,iscgem,iscgem911267,735731.7865856482,southeast of the Loyalty Islands,earthquake
365,365,702017.3780092592,40.377,-125.118,15.0,6.9,mw,,,,,iscgem,iscgem911261,735731.7865856482,offshore Northern California,earthquake
366,366,701995.3056712963,45.492,151.04,35.0,6.8,mw,,,,,iscgem,iscgem912134,735731.7865856482,Kuril Islands,earthquake
367,367,701972.9397800926,41.307,141.613,15.0,6.6,mw,,,,,iscgem,iscgem912110,735731.7865856482,"Hokkaido, Japan region",earthquake
